Key,Description,en,es
commReply_s_noAirfield,A text reply in the communications menu.,No airfield available.,Ningún aeropuerto disponible.
commReply_s_cancellingATC,A text reply in the communications menu.,Cancelling ATC request.,Cancelando solicitud ATC.
commReply_s_acknowledged,A text reply in the communications menu.,Acknowledged,Entendido.
commReply_s_wingmenRTB,A text reply in the communications menu.,Your wingmen will RTB!,¡Tus compañeros harán RTB!
commReply_s_clearedVerticalLanding,A text reply in the communications menu.,Cleared for vertical landing!,¡Todo listo para aterrizaje vertical!
commReply_s_clearedVerticalTakeoff,A text reply in the communications menu.,Cleared for vertical take off!,¡Todo listo para despege vertical!
commReply_s_landingDenied,A text reply in the communications menu.,Landing denied!,¡Aterrizaje denegado!
commReply_s_takeoffDenied,A text reply in the communications menu.,Take off denied!,¡Despegue denegado!
commReply_s_reply_noPrevAtc,A text reply in the communications menu.,No previously contacted ATC available.,Ningún contacto previo ATC disponible.
MFDOptionPage:Wingmen / Combat,Title of an MFD option page,Wingmen / Combat,Compañero / Combate
MFDOption:Attack Target,Label of an MFD option,Attack Target,Atacar objetivo
MFDOption:Disengage,Label of an MFD option,Disengage,No hacer contacto
MFDOption:Engage,Label of an MFD option,Engage,Hacer contacto
MFDOptionPage:Wingmen / Flight,Title of an MFD option page,Wingmen / Flight,Compañero / Vuelo
MFDOption:Orbit Here,Label of an MFD option,Orbit Here,Orbita aquí
MFDOption:Form Up,Label of an MFD option,Form Up,Formad
MFDOption:Spread Close,Label of an MFD option,Spread Close,Formación cerrada
MFDOption:Spread Med,Label of an MFD option,Spread Med,Formación Relajada
MFDOption:Spread Far,Label of an MFD option,Spread Far,Formación Dispersa
MFDOption:Go Refuel,Label of an MFD option,Go Refuel,Repostad
MFDOption:RTB,Label of an MFD option,RTB,
MFDOption:RTB & Re-arm,Label of an MFD option,RTB & Re-arm,RTB & Re-armar
MFDOptionPage:Wingmen / Equipment,Title of an MFD option page,Wingmen / Equipment,Compañero / Equipamiento
MFDOption:Radar On,Label of an MFD option,Radar On,
MFDOption:Radar Off,Label of an MFD option,Radar Off,
MFDOptionPage:Wingmen,Title of an MFD option page,Wingmen,Compañeros
MFDOption:Combat,Label of an MFD option,Combat,Combate
MFDOption:Flight,Label of an MFD option,Flight,Vuelo
MFDOption:Equipment,Label of an MFD option,Equipment,Equipamiento
MFDOptionPage:Ground Crew,Title of an MFD option page,Ground Crew,Personal en Tierra
MFDOption:Request Re-arm,Label of an MFD option,Request Re-arm,Solicitar Re-arme
MFDOptionPage:ATC,Title of an MFD option page,ATC,
MFDOption:Take Off,Label of an MFD option,Take Off,Despegar
MFDOption:Landing,Label of an MFD option,Landing,Aterrizar
MFDOption:Cancel Request,Label of an MFD option,Cancel Request,Cancelar Solicitud
MFDOption:Vert T/O,Label of an MFD option,Vert T/O,Desp. Vert.
MFDOption:Vert Landing,Label of an MFD option,Vert Landing,Aterr. Vert.
MFDOption:Last Contact,Label of an MFD option,Last Contact,Último contacto
MFDOptionPage:Contact Tower,Title of an MFD option page,Contact Tower,Contactar con torre
MFDOptionPage:AWACS,Title of an MFD option page,AWACS,
MFDOption:Bogey Dope,Label of an MFD option,Bogey Dope,Petición de contacto desconocido
MFDOption:Picture,Label of an MFD option,Picture,Foto
MFDOption:Request RTB Vector,Label of an MFD option,Request RTB Vector,Solicitar Vector RTB
MFDOptionPage:Comms,Title of an MFD option page,Comms,
MFDOption:Wingmen,Label of an MFD option,Wingmen,Compañeros
MFDOption:Ground,Label of an MFD option,Ground,Tierra
MFDOption:ATC,Label of an MFD option,ATC,
MFDOption:AWACS,Label of an MFD option,AWACS,
next,,Next,Sig
prev,,Prev,
ripple_single,Label when a rapid-fire weapon is set to only fire one shot at a time.,SINGLE,SEMI
wmui_ripple,Option title for selecting a rocket/missile's ripple (rapid fire) rate.,RIPPLE,RÁF
wmui_rippleTooltip,Tooltip for button to cycle a weapon's ripple (rapid fire) rate.,Cycle Ripple Rates,Ciclar Ratio de ráfaga
s_masterArmed,Master armed label in EQUIP MFD page,MASTER ARMED,MAESTRO ARMADO
s_masterDisarmed,Master disarmed label in EQUIP MFD page,MASTER DISARMED,MAESTRO DESARMADO
s_eq_armed,Armed label for single equip in EQUIP MFD page,ARMED,ARMADO
s_eq_disarmed,Disarmed label for single equip in EQUIP MFD page,DISARMED,DESARMADO
s_eq_jettison,Jettison label for single equip in EQUIP MFD page,JETTISON,SOLTAR CARG
s_eqMode_0,Equip MFD page mode label,CONFIG,
s_eqMode_1,Equip MFD page mode label,ARMING,ARMANDO
s_eqMode_2,Equip MFD page mode label,JETTISON,SOLTAR CARG
AV-42C_mfd_cam:B3,Label for an MFD button (short!).,PREV,
AV-42C_mfd_cam:B5,Label for an MFD button (short!).,NEXT,SIG
dashMissionDisplay_noMissions,Label in the mission objectives display when the current mission has no objectives.,No objectives.,Sin objetivos.
AV-42C_mfd_mission:B1,Label for an MFD button (short!).,WPT,PUNTO
AV-42C_mfd_mission:B1_tooltip,Tooltip for an MFD button.,Set Waypoint,Fijar Punto
AV-42C_mfd_mission:B3,Label for an MFD button (short!).,NEXT,SIGUIENTE
AV-42C_mfd_mission:B3_tooltip,Tooltip for an MFD button.,Next Objective,Siguiente Objetivo
AV-42C_mfd_mission:B5,Label for an MFD button (short!).,PREV,
AV-42C_mfd_mission:B5_tooltip,Tooltip for an MFD button.,Previous Objective,Objetivo Previo
AV-42C_mfd_home:B1,Label for an MFD button (short!).,NAV,
AV-42C_mfd_home:B1_tooltip,Tooltip for an MFD button.,Navigation,Navegación
AV-42C_mfd_home:B2,Label for an MFD button (short!).,OBJ,
AV-42C_mfd_home:B2_tooltip,Tooltip for an MFD button.,Objectives,Objetivos
AV-42C_mfd_home:B3,Label for an MFD button (short!).,CAM,
AV-42C_mfd_home:B3_tooltip,Tooltip for an MFD button.,External Cameras,Cámara Externa
AV-42C_mfd_home:B4,Label for an MFD button (short!).,TGP,
AV-42C_mfd_home:B4_tooltip,Tooltip for an MFD button.,Targeting,Desg. Obj.
AV-42C_mfd_home:B5,Label for an MFD button (short!).,GPS,
AV-42C_mfd_home:B5_tooltip,Tooltip for an MFD button.,GPS Targets,Objetivos GPS
AV-42C_mfd_home:R2,Label for an MFD button (short!).,S-CAM,E-CAM
AV-42C_mfd_home:R2_tooltip,Tooltip for an MFD button.,Spectator Camera,Cámara Espectador
AV-42C_mfd_home:R3,Label for an MFD button (short!).,GAME,JUEGO
AV-42C_mfd_home:R3_tooltip,Tooltip for an MFD button.,Game Menu,Menú de Juego
AV-42C_mfd_home:R4,Label for an MFD button (short!).,LOG,
AV-42C_mfd_home:R4_tooltip,Tooltip for an MFD button.,Flight Log,Log de Vuelo
AV-42C_mfd_home:L2,Label for an MFD button (short!).,EQUIP,
AV-42C_mfd_home:L2_tooltip,Tooltip for an MFD button.,Mounted Equipment,Equipamiento Montado
AV-42C_mfd_home:L3,Label for an MFD button (short!).,OPTION,OPCION
AV-42C_mfd_home:L3_tooltip,Tooltip for an MFD button.,Options,Opciones
AV-42C_mfd_home:L4,Label for an MFD button (short!).,COMMS,
AV-42C_mfd_home:L4_tooltip,Tooltip for an MFD button.,Communications,Comunicaciones
AV-42C_mfd_home:T5,Label for an MFD button (short!).,ARAD,
AV-42C_mfd_home:T5_tooltip,Tooltip for an MFD button.,Antiradar Attack Display,Display de Ataque Antiradar
AV-42C_mfd_home:L5,Label for an MFD button (short!).,CMS,
AV-42C_mfd_home:L5_tooltip,Tooltip for an MFD button.,Countermeasure System,Sistema de Contramedidas
AV-42C_mfd_flightLog:R2_tooltip,Tooltip for an MFD button.,Scroll Up,Scroll Arriba
AV-42C_mfd_flightLog:R4_tooltip,Tooltip for an MFD button.,Scroll Down,Scroll Abajo
AV-42C_mfd_flightLog:R5_tooltip,Tooltip for an MFD button.,Scroll Bottom,Final
AV-42C_mfd_flightLog:B3_tooltip,Tooltip for an MFD button.,Dump log to file.,Descargar registro de vuelo.
AV-42C_mfd_flyCam:B2,Label for an MFD button (short!).,START,ENCENDER
AV-42C_mfd_flyCam:B2_tooltip,Tooltip for an MFD button.,Start Camera,Encender Cámara
AV-42C_mfd_flyCam:B3,Label for an MFD button (short!).,END,APAGAR
AV-42C_mfd_flyCam:B3_tooltip,Tooltip for an MFD button.,End Camera,Apagar Cámara
AV-42C_mfd_flyCam:B1,Label for an MFD button (short!).,VIEW,VISTA
AV-42C_mfd_flyCam:B1_tooltip,Tooltip for an MFD button.,Toggle Preview,Alternar Previsualización
AV-42C_mfd_flyCam:R1,Label for an MFD button (short!).,RANDM,
AV-42C_mfd_flyCam:R1_tooltip,Tooltip for an MFD button.,Toggle Random,Alternar Aleatorio
AV-42C_mfd_flyCam:L3,Label for an MFD button (short!).,FOV:,
AV-42C_mfd_flyCam:L3_tooltip,Tooltip for an MFD button.,Toggle FOV,Alternar FOV:
AV-42C_mfd_flyCam:L4,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:L4_tooltip,Tooltip for an MFD button.,Toggle AutoFOV,Alternar AutoFOV
AV-42C_mfd_flyCam:L5,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:L5_tooltip,Tooltip for an MFD button.,Toggle Audio Mode,Alternar Modo Audio
AV-42C_mfd_flyCam:R2,Label for an MFD button (short!).,MODE,MODO
AV-42C_mfd_flyCam:R2_tooltip,Tooltip for an MFD button.,Toggle Cam Mode,Alternar Modo Cámara
AV-42C_mfd_flyCam:R3,Label for an MFD button (short!).,LOOK,OBS
AV-42C_mfd_flyCam:R3_tooltip,Tooltip for an MFD button.,Toggle Look Mode,Alternar Modo Observación
AV-42C_mfd_flyCam:R5,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:R5_tooltip,Tooltip for an MFD button.,Toggle Auto-Reset,Alternar Auto-reset
AV-42C_mfd_flyCam:B5,Label for an MFD button (short!).," ",
AV-42C_mfd_flyCam:B5_tooltip,Tooltip for an MFD button.,Cycle Reset Time,Ciclar Tiempo Reinicio
AV-42C_mfd_flyCam:T3,Label for an MFD button (short!).,SS,
AV-42C_mfd_flyCam:T3_tooltip,Tooltip for an MFD button.,4K Screenshot,
AV-42C_mfd_hardpoints:R2_tooltip,Tooltip for an MFD button.,HP Gun,
AV-42C_mfd_hardpoints:L4_tooltip,Tooltip for an MFD button.,HP 1,
AV-42C_mfd_hardpoints:L3_tooltip,Tooltip for an MFD button.,HP 2,
AV-42C_mfd_hardpoints:R3_tooltip,Tooltip for an MFD button.,HP 3,
AV-42C_mfd_hardpoints:R4_tooltip,Tooltip for an MFD button.,HP 4,
AV-42C_mfd_hardpoints:L5_tooltip,Tooltip for an MFD button.,HP 5,
AV-42C_mfd_hardpoints:R5_tooltip,Tooltip for an MFD button.,HP 6,
AV-42C_mfd_hardpoints:L2,Label for an MFD button (short!).,MODE:,MODO:
AV-42C_mfd_hardpoints:L2_tooltip,Tooltip for an MFD button.,Toggle Mode,Alternar Modo
NONE,,NONE,NING
AV-42C_mfd_hardpointInfoPage:R1_tooltip,Tooltip for an MFD button.,Return to Equip,Volver al equipamiento
AV-42C_mfd_hardpointInfoPage:B2_tooltip,Tooltip for an MFD button.,Toggle Arming,Alternar Armar
AV-42C_mfd_hardpointInfoPage:B5_tooltip,Tooltip for an MFD button.,Toggle Jettison,Alternar Soltado de Carga
AV-42C_mfd_antiRad:T5,Label for an MFD button (short!).,SOI,
AV-42C_mfd_antiRad:T5_tooltip,Tooltip for an MFD button.,Sensor of Interest,Sensor de Interés
AV-42C_mfd_antiRad:R4,Label for an MFD button (short!).,HUD,
AV-42C_mfd_antiRad:R4_tooltip,Tooltip for an MFD button.,HUD Mode,Modo HUD
AV-42C_mfd_antiRad:R5_tooltip,Tooltip for an MFD button.,Declutter,Simplificación
AV-42C_mfd_cmsPage:L4_tooltip,Tooltip for an MFD button.,Release Mode,Modo de liberación
AV-42C_mfd_cmsPage:B2,Label for an MFD button (short!).,-,
AV-42C_mfd_cmsPage:B2_tooltip,Tooltip for an MFD button.,- Release Rate,- Ratio de liberación
AV-42C_mfd_cmsPage:B4,Label for an MFD button (short!).,+,
AV-42C_mfd_cmsPage:B4_tooltip,Tooltip for an MFD button.,+ Release Rate,+ Ratio de liberación
AV-42C_mfd_map:T2,Label for an MFD button (short!).,GPS,
AV-42C_mfd_map:T2_tooltip,Tooltip for an MFD button.,GPS Targets,Objetivos GPS
AV-42C_mfd_map:R2,Label for an MFD button (short!).,ZOOM+,
AV-42C_mfd_map:R3,Label for an MFD button (short!).,ZOOM-,
AV-42C_mfd_map:R4,Label for an MFD button (short!).,UP,ARRIBA
AV-42C_mfd_map:R5,Label for an MFD button (short!).,DOWN,ABAJO
AV-42C_mfd_map:B4,Label for an MFD button (short!).,LEFT,IZQ
AV-42C_mfd_map:B5,Label for an MFD button (short!).,RIGHT,DER
AV-42C_mfd_map:R1,Label for an MFD button (short!).,RESET,
AV-42C_mfd_map:R1_tooltip,Tooltip for an MFD button.,Reset Offset,Reiniciar Desplazamiento
AV-42C_mfd_map:T4,Label for an MFD button (short!).,MODE,MODO
AV-42C_mfd_map:T4_tooltip,Tooltip for an MFD button.,Toggle Rotation Mode,Alternar Modo de Rotación
AV-42C_mfd_map:T5,Label for an MFD button (short!).,SOI,
AV-42C_mfd_map:T5_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,Alternar Sensor de Interés
AV-42C_mfd_map:L4,Label for an MFD button (short!).,FUEL,COMB
AV-42C_mfd_map:L4_tooltip,Tooltip for an MFD button.,Set Fuel Waypoint,Fijar Punto de Combustible
AV-42C_mfd_map:L3,Label for an MFD button (short!).,RTB,VAB
AV-42C_mfd_map:L3_tooltip,Tooltip for an MFD button.,Set Return to Base Waypoint,Fijar punto Volver a Base
AV-42C_mfd_map:L2,Label for an MFD button (short!).,OBJ,
AV-42C_mfd_map:L2_tooltip,Tooltip for an MFD button.,Set Objective Waypoint,Fijar Punto de Misión
AV-42C_mfd_map:B1,Label for an MFD button (short!).,SET ALT,FIJAR ALT
AV-42C_mfd_map:B1_tooltip,Tooltip for an MFD button.,Set Target Alt,Fijar Alt del Obj.
AV-42C_mfd_map:B2,Label for an MFD button (short!).,ALT+,
AV-42C_mfd_map:B2_tooltip,Tooltip for an MFD button.,Raise Target Alt,Subir Alt del Obj.
AV-42C_mfd_map:B3,Label for an MFD button (short!).,GPS-S,GPS-E
AV-42C_mfd_map:B3_tooltip,Tooltip for an MFD button.,Send GPS Target,Enviar Objetivo GPS
AV-42C_mfd_options:L2_tooltip,Tooltip for an MFD button.,Unit Options,Opciones de Unidades
AV-42C_mfd_options:L3_tooltip,Tooltip for an MFD button.,Fuel Settings,Opciones de Combustible
AV-42C_mfd_options:L4_tooltip,Tooltip for an MFD button.,Altitude Warning Settings,Opciones de advertencias de alt
AV-42C_mfd_options:R3_tooltip,Tooltip for an MFD button.,Joystick Sensitivity,Sensibilidad Joystick
AV-42C_mfd_unitOptions:L2_tooltip,Tooltip for an MFD button.,Altitude Units,Unid. Altitud
AV-42C_mfd_unitOptions:L3_tooltip,Tooltip for an MFD button.,Distance Units,Unid. Distancia
AV-42C_mfd_unitOptions:L4_tooltip,Tooltip for an MFD button.,Speed Units,Unid. Velocidad
AV-42C_mfd_unitOptions:T5_tooltip,Tooltip for an MFD button.,Back,Volver
AV-42C_mfd_fuelConfig:T5_tooltip,Tooltip for an MFD button.,Back,Volver
AV-42C_mfd_fuelConfig:L4_tooltip,Tooltip for an MFD button.,Bingo Fuel +,Comb Bingo +
AV-42C_mfd_fuelConfig:L5_tooltip,Tooltip for an MFD button.,Bingo Fuel -,Comb Bingo -
altWarn_mode_radar,Radar altimeter mode for altitude warning settings.,RADAR,
altWarn_mode_asl,Sea level/barometric altimeter mode for altitude warning settings.,ASL,ANM
AV-42C_mfd_altitudeSettings:T5_tooltip,Tooltip for an MFD button.,Back,Volver
AV-42C_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Set Min Alt,Fijar Alt Mín.
AV-42C_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,
AV-42C_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Set Max Alt,Fijar Alt Max.
AV-42C_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,
AV-42C_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,Alternar Modo Alt.
AV-42C_mfd_gpsTgts:T2,Label for an MFD button (short!).,MAP,
AV-42C_mfd_gpsTgts:T2_tooltip,Tooltip for an MFD button.,Nav Map,"Mapa Nav,"
AV-42C_mfd_gpsTgts:T3,Label for an MFD button (short!).,WPT,PUNTO
AV-42C_mfd_gpsTgts:T3_tooltip,Tooltip for an MFD button.,Set Waypoints,Fijar Punto
AV-42C_mfd_gpsTgts:L2_tooltip,Tooltip for an MFD button.,Previous Group,Grupo Anterior
AV-42C_mfd_gpsTgts:L3_tooltip,Tooltip for an MFD button.,Next Group,Grupo Siguiente
AV-42C_mfd_gpsTgts:B1_tooltip,Tooltip for an MFD button.,Create Group,Crear Grupo
AV-42C_mfd_gpsTgts:B2_tooltip,Tooltip for an MFD button.,Delete Group,Borrar Grupo
AV-42C_mfd_gpsTgts:B4_tooltip,Tooltip for an MFD button.,Delete Target,Borrar Objetivo
